Gene	Species	Experiment accession	Comparison	PECOid	log_2 fold change	Adjusted p-value	t-statistic	ROid	developmental stage	POid LifeStage	anatomical part	POid Anatomy	cultivar
AT2G46830	Arabidopsis thaliana	E-GEOD-63406	'exposed to 10 degree Celsius; gemin2 mutant; 24 hour' vs 'control; gemin2 mutant' .foldChange	PECO:0007174	1.8	2.42E-43		biolink:increases_expression_of	9 days old		whole plant	PO:0000003	gemin2 
AT2G18220	Arabidopsis thaliana	E-GEOD-63406	'exposed to 10 degree Celsius; gemin2 mutant; 24 hour' vs 'control; gemin2 mutant' .foldChange	PECO:0007174	1.8	2.77E-43		biolink:increases_expression_of	9 days old		whole plant	PO:0000003	gemin2 
AT2G17840	Arabidopsis thaliana	E-GEOD-63406	'exposed to 10 degree Celsius; gemin2 mutant; 24 hour' vs 'control; gemin2 mutant' .foldChange	PECO:0007174	1.8	7.96E-43		biolink:increases_expression_of	9 days old		whole plant	PO:0000003	gemin2 
AT5G66540	Arabidopsis thaliana	E-GEOD-63406	'exposed to 10 degree Celsius; gemin2 mutant; 24 hour' vs 'control; gemin2 mutant' .foldChange	PECO:0007174	1.8	4.92E-42		biolink:increases_expression_of	9 days old		whole plant	PO:0000003	gemin2 
AT5G11240	Arabidopsis thaliana	E-GEOD-63406	'exposed to 10 degree Celsius; gemin2 mutant; 24 hour' vs 'control; gemin2 mutant' .foldChange	PECO:0007174	1.8	3.67E-40		biolink:increases_expression_of	9 days old		whole plant	PO:0000003	gemin2 
AT3G57090	Arabidopsis thaliana	E-GEOD-63406	'exposed to 10 degree Celsius; gemin2 mutant; 24 hour' vs 'control; gemin2 mutant' .foldChange	PECO:0007174	1.8	8.72E-40		biolink:increases_expression_of	9 days old		whole plant	PO:0000003	gemin2 
AT3G52180	Arabidopsis thaliana	E-GEOD-63406	'exposed to 10 degree Celsius; gemin2 mutant; 24 hour' vs 'control; gemin2 mutant' .foldChange	PECO:0007174	1.8	6.94E-39		biolink:increases_expression_of	9 days old		whole plant	PO:0000003	gemin2 
AT1G10490	Arabidopsis thaliana	E-GEOD-63406	'exposed to 10 degree Celsius; gemin2 mutant; 24 hour' vs 'control; gemin2 mutant' .foldChange	PECO:0007174	1.8	3.45E-38		biolink:increases_expression_of	9 days old		whole plant	PO:0000003	gemin2 
AT5G12470	Arabidopsis thaliana	E-GEOD-63406	'exposed to 10 degree Celsius; gemin2 mutant; 24 hour' vs 'control; gemin2 mutant' .foldChange	PECO:0007174	1.8	1.05E-36		biolink:increases_expression_of	9 days old		whole plant	PO:0000003	gemin2 
AT4G39800	Arabidopsis thaliana	E-GEOD-63406	'exposed to 10 degree Celsius; gemin2 mutant; 24 hour' vs 'control; gemin2 mutant' .foldChange	PECO:0007174	1.8	1.22E-32		biolink:increases_expression_of	9 days old		whole plant	PO:0000003	gemin2 
AT3G27280	Arabidopsis thaliana	E-GEOD-63406	'exposed to 10 degree Celsius; gemin2 mutant; 24 hour' vs 'control; gemin2 mutant' .foldChange	PECO:0007174	1.8	2.22E-31		biolink:increases_expression_of	9 days old		whole plant	PO:0000003	gemin2 
AT1G79150	Arabidopsis thaliana	E-GEOD-63406	'exposed to 10 degree Celsius; gemin2 mutant; 24 hour' vs 'control; gemin2 mutant' .foldChange	PECO:0007174	1.8	1.01E-29		biolink:increases_expression_of	9 days old		whole plant	PO:0000003	gemin2 
AT1G69250	Arabidopsis thaliana	E-GEOD-63406	'exposed to 10 degree Celsius; gemin2 mutant; 24 hour' vs 'control; gemin2 mutant' .foldChange	PECO:0007174	1.8	1.80E-27		biolink:increases_expression_of	9 days old		whole plant	PO:0000003	gemin2 
AT5G45070	Arabidopsis thaliana	E-GEOD-63406	'exposed to 10 degree Celsius; gemin2 mutant; 24 hour' vs 'control; gemin2 mutant' .foldChange	PECO:0007174	1.8	1.00E-26		biolink:increases_expression_of	9 days old		whole plant	PO:0000003	gemin2 
AT1G20140	Arabidopsis thaliana	E-GEOD-63406	'exposed to 10 degree Celsius; gemin2 mutant; 24 hour' vs 'control; gemin2 mutant' .foldChange	PECO:0007174	1.8	3.17E-25		biolink:increases_expression_of	9 days old		whole plant	PO:0000003	gemin2 
AT5G35735	Arabidopsis thaliana	E-GEOD-63406	'exposed to 10 degree Celsius; gemin2 mutant; 24 hour' vs 'control; gemin2 mutant' .foldChange	PECO:0007174	1.8	6.12E-25		biolink:increases_expression_of	9 days old		whole plant	PO:0000003	gemin2 
AT1G10270	Arabidopsis thaliana	E-GEOD-63406	'exposed to 10 degree Celsius; gemin2 mutant; 24 hour' vs 'control; gemin2 mutant' .foldChange	PECO:0007174	1.8	7.24E-25		biolink:increases_expression_of	9 days old		whole plant	PO:0000003	gemin2 
AT3G22550	Arabidopsis thaliana	E-GEOD-63406	'exposed to 10 degree Celsius; gemin2 mutant; 24 hour' vs 'control; gemin2 mutant' .foldChange	PECO:0007174	1.8	1.30E-24		biolink:increases_expression_of	9 days old		whole plant	PO:0000003	gemin2 
AT4G18880	Arabidopsis thaliana	E-GEOD-63406	'exposed to 10 degree Celsius; gemin2 mutant; 24 hour' vs 'control; gemin2 mutant' .foldChange	PECO:0007174	1.8	3.14E-24		biolink:increases_expression_of	9 days old		whole plant	PO:0000003	gemin2 
AT4G29510	Arabidopsis thaliana	E-GEOD-63406	'exposed to 10 degree Celsius; gemin2 mutant; 24 hour' vs 'control; gemin2 mutant' .foldChange	PECO:0007174	1.8	1.44E-23		biolink:increases_expression_of	9 days old		whole plant	PO:0000003	gemin2 
AT2G47010	Arabidopsis thaliana	E-GEOD-63406	'exposed to 10 degree Celsius; gemin2 mutant; 24 hour' vs 'control; gemin2 mutant' .foldChange	PECO:0007174	1.8	4.11E-22		biolink:increases_expression_of	9 days old		whole plant	PO:0000003	gemin2 
AT2G26440	Arabidopsis thaliana	E-GEOD-63406	'exposed to 10 degree Celsius; gemin2 mutant; 24 hour' vs 'control; gemin2 mutant' .foldChange	PECO:0007174	1.8	9.55E-22		biolink:increases_expression_of	9 days old		whole plant	PO:0000003	gemin2 
AT5G15640	Arabidopsis thaliana	E-GEOD-63406	'exposed to 10 degree Celsius; gemin2 mutant; 24 hour' vs 'control; gemin2 mutant' .foldChange	PECO:0007174	1.8	1.78E-21		biolink:increases_expression_of	9 days old		whole plant	PO:0000003	gemin2 
AT2G34570	Arabidopsis thaliana	E-GEOD-63406	'exposed to 10 degree Celsius; gemin2 mutant; 24 hour' vs 'control; gemin2 mutant' .foldChange	PECO:0007174	1.8	9.02E-20		biolink:increases_expression_of	9 days old		whole plant	PO:0000003	gemin2 
AT3G27550	Arabidopsis thaliana	E-GEOD-63406	'exposed to 10 degree Celsius; gemin2 mutant; 24 hour' vs 'control; gemin2 mutant' .foldChange	PECO:0007174	1.8	2.05E-19		biolink:increases_expression_of	9 days old		whole plant	PO:0000003	gemin2 
AT5G15750	Arabidopsis thaliana	E-GEOD-63406	'exposed to 10 degree Celsius; gemin2 mutant; 24 hour' vs 'control; gemin2 mutant' .foldChange	PECO:0007174	1.8	2.00E-18		biolink:increases_expression_of	9 days old		whole plant	PO:0000003	gemin2 
AT3G19150	Arabidopsis thaliana	E-GEOD-63406	'exposed to 10 degree Celsius; gemin2 mutant; 24 hour' vs 'control; gemin2 mutant' .foldChange	PECO:0007174	1.8	2.98E-17		biolink:increases_expression_of	9 days old		whole plant	PO:0000003	gemin2 
AT3G53940	Arabidopsis thaliana	E-GEOD-63406	'exposed to 10 degree Celsius; gemin2 mutant; 24 hour' vs 'control; gemin2 mutant' .foldChange	PECO:0007174	1.8	1.69E-16		biolink:increases_expression_of	9 days old		whole plant	PO:0000003	gemin2 
AT3G13150	Arabidopsis thaliana	E-GEOD-63406	'exposed to 10 degree Celsius; gemin2 mutant; 24 hour' vs 'control; gemin2 mutant' .foldChange	PECO:0007174	1.8	8.17E-14		biolink:increases_expression_of	9 days old		whole plant	PO:0000003	gemin2 
AT4G28790	Arabidopsis thaliana	E-GEOD-63406	'exposed to 10 degree Celsius; gemin2 mutant; 24 hour' vs 'control; gemin2 mutant' .foldChange	PECO:0007174	1.8	2.02E-13		biolink:increases_expression_of	9 days old		whole plant	PO:0000003	gemin2 
AT1G76600	Arabidopsis thaliana	E-GEOD-63406	'exposed to 10 degree Celsius; gemin2 mutant; 24 hour' vs 'control; gemin2 mutant' .foldChange	PECO:0007174	1.8	4.47E-13		biolink:increases_expression_of	9 days old		whole plant	PO:0000003	gemin2 
AT1G30040	Arabidopsis thaliana	E-GEOD-63406	'exposed to 10 degree Celsius; gemin2 mutant; 24 hour' vs 'control; gemin2 mutant' .foldChange	PECO:0007174	1.8	1.23E-12		biolink:increases_expression_of	9 days old		whole plant	PO:0000003	gemin2 
AT3G62690	Arabidopsis thaliana	E-GEOD-63406	'exposed to 10 degree Celsius; gemin2 mutant; 24 hour' vs 'control; gemin2 mutant' .foldChange	PECO:0007174	1.8	3.58E-12		biolink:increases_expression_of	9 days old		whole plant	PO:0000003	gemin2 
AT2G44510	Arabidopsis thaliana	E-GEOD-63406	'exposed to 10 degree Celsius; gemin2 mutant; 24 hour' vs 'control; gemin2 mutant' .foldChange	PECO:0007174	1.8	5.35E-12		biolink:increases_expression_of	9 days old		whole plant	PO:0000003	gemin2 
AT5G67340	Arabidopsis thaliana	E-GEOD-63406	'exposed to 10 degree Celsius; gemin2 mutant; 24 hour' vs 'control; gemin2 mutant' .foldChange	PECO:0007174	1.8	5.80E-12		biolink:increases_expression_of	9 days old		whole plant	PO:0000003	gemin2 
AT2G21590	Arabidopsis thaliana	E-GEOD-63406	'exposed to 10 degree Celsius; gemin2 mutant; 24 hour' vs 'control; gemin2 mutant' .foldChange	PECO:0007174	1.8	6.66E-12		biolink:increases_expression_of	9 days old		whole plant	PO:0000003	gemin2 
AT4G29780	Arabidopsis thaliana	E-GEOD-63406	'exposed to 10 degree Celsius; gemin2 mutant; 24 hour' vs 'control; gemin2 mutant' .foldChange	PECO:0007174	1.8	4.80E-11		biolink:increases_expression_of	9 days old		whole plant	PO:0000003	gemin2 
AT1G23550	Arabidopsis thaliana	E-GEOD-63406	'exposed to 10 degree Celsius; gemin2 mutant; 24 hour' vs 'control; gemin2 mutant' .foldChange	PECO:0007174	1.8	7.65E-11		biolink:increases_expression_of	9 days old		whole plant	PO:0000003	gemin2 
AT2G28570	Arabidopsis thaliana	E-GEOD-63406	'exposed to 10 degree Celsius; gemin2 mutant; 24 hour' vs 'control; gemin2 mutant' .foldChange	PECO:0007174	1.8	3.69E-10		biolink:increases_expression_of	9 days old		whole plant	PO:0000003	gemin2 
AT3G50350	Arabidopsis thaliana	E-GEOD-63406	'exposed to 10 degree Celsius; gemin2 mutant; 24 hour' vs 'control; gemin2 mutant' .foldChange	PECO:0007174	1.8	1.18E-09		biolink:increases_expression_of	9 days old		whole plant	PO:0000003	gemin2 
AT5G63010	Arabidopsis thaliana	E-GEOD-63406	'exposed to 10 degree Celsius; gemin2 mutant; 24 hour' vs 'control; gemin2 mutant' .foldChange	PECO:0007174	1.8	1.19E-09		biolink:increases_expression_of	9 days old		whole plant	PO:0000003	gemin2 
AT1G21120	Arabidopsis thaliana	E-GEOD-63406	'exposed to 10 degree Celsius; gemin2 mutant; 24 hour' vs 'control; gemin2 mutant' .foldChange	PECO:0007174	1.8	1.60E-08		biolink:increases_expression_of	9 days old		whole plant	PO:0000003	gemin2 
AT1G05490	Arabidopsis thaliana	E-GEOD-63406	'exposed to 10 degree Celsius; gemin2 mutant; 24 hour' vs 'control; gemin2 mutant' .foldChange	PECO:0007174	1.8	3.63E-08		biolink:increases_expression_of	9 days old		whole plant	PO:0000003	gemin2 
AT1G07167	Arabidopsis thaliana	E-GEOD-63406	'exposed to 10 degree Celsius; gemin2 mutant; 24 hour' vs 'control; gemin2 mutant' .foldChange	PECO:0007174	1.8	5.10E-07		biolink:increases_expression_of	9 days old		whole plant	PO:0000003	gemin2 
AT4G23210	Arabidopsis thaliana	E-GEOD-63406	'exposed to 10 degree Celsius; gemin2 mutant; 24 hour' vs 'control; gemin2 mutant' .foldChange	PECO:0007174	1.8	8.82E-07		biolink:increases_expression_of	9 days old		whole plant	PO:0000003	gemin2 
AT5G43620	Arabidopsis thaliana	E-GEOD-63406	'exposed to 10 degree Celsius; gemin2 mutant; 24 hour' vs 'control; gemin2 mutant' .foldChange	PECO:0007174	1.8	1.06E-05		biolink:increases_expression_of	9 days old		whole plant	PO:0000003	gemin2 
AT5G50260	Arabidopsis thaliana	E-GEOD-63406	'exposed to 10 degree Celsius; gemin2 mutant; 24 hour' vs 'control; gemin2 mutant' .foldChange	PECO:0007174	1.8	2.02E-05		biolink:increases_expression_of	9 days old		whole plant	PO:0000003	gemin2 
AT4G25480	Arabidopsis thaliana	E-GEOD-63406	'exposed to 10 degree Celsius; gemin2 mutant; 24 hour' vs 'control; gemin2 mutant' .foldChange	PECO:0007174	1.8	1.26E-04		biolink:increases_expression_of	9 days old		whole plant	PO:0000003	gemin2 
AT4G33970	Arabidopsis thaliana	E-GEOD-63406	'exposed to 10 degree Celsius; gemin2 mutant; 24 hour' vs 'control; gemin2 mutant' .foldChange	PECO:0007174	1.8	1.82E-04		biolink:increases_expression_of	9 days old		whole plant	PO:0000003	gemin2 
AT3G07910	Arabidopsis thaliana	E-GEOD-63406	'exposed to 10 degree Celsius; gemin2 mutant; 24 hour' vs 'control; gemin2 mutant' .foldChange	PECO:0007174	1.8	1.89E-04		biolink:increases_expression_of	9 days old		whole plant	PO:0000003	gemin2 
AT1G52430	Arabidopsis thaliana	E-GEOD-63406	'exposed to 10 degree Celsius; gemin2 mutant; 24 hour' vs 'control; gemin2 mutant' .foldChange	PECO:0007174	1.8	2.78E-04		biolink:increases_expression_of	9 days old		whole plant	PO:0000003	gemin2 
AT3G13090	Arabidopsis thaliana	E-GEOD-63406	'exposed to 10 degree Celsius; gemin2 mutant; 24 hour' vs 'control; gemin2 mutant' .foldChange	PECO:0007174	1.8	3.18E-04		biolink:increases_expression_of	9 days old		whole plant	PO:0000003	gemin2 
AT1G22270	Arabidopsis thaliana	E-GEOD-63406	'exposed to 10 degree Celsius; gemin2 mutant; 24 hour' vs 'control; gemin2 mutant' .foldChange	PECO:0007174	1.8	4.42E-04		biolink:increases_expression_of	9 days old		whole plant	PO:0000003	gemin2 
AT2G04450	Arabidopsis thaliana	E-GEOD-63406	'exposed to 10 degree Celsius; gemin2 mutant; 24 hour' vs 'control; gemin2 mutant' .foldChange	PECO:0007174	1.8	0.001865423		biolink:increases_expression_of	9 days old		whole plant	PO:0000003	gemin2 
AT2G01300	Arabidopsis thaliana	E-GEOD-63406	'exposed to 10 degree Celsius; gemin2 mutant; 24 hour' vs 'control; gemin2 mutant' .foldChange	PECO:0007174	1.8	0.002301529		biolink:increases_expression_of	9 days old		whole plant	PO:0000003	gemin2 
AT1G66060	Arabidopsis thaliana	E-GEOD-63406	'exposed to 10 degree Celsius; gemin2 mutant; 24 hour' vs 'control; gemin2 mutant' .foldChange	PECO:0007174	1.8	0.006775987		biolink:increases_expression_of	9 days old		whole plant	PO:0000003	gemin2 
AT4G36820	Arabidopsis thaliana	E-GEOD-63406	'exposed to 10 degree Celsius; gemin2 mutant; 24 hour' vs 'control; gemin2 mutant' .foldChange	PECO:0007174	1.8	0.008655028		biolink:increases_expression_of	9 days old		whole plant	PO:0000003	gemin2 
AT4G05685	Arabidopsis thaliana	E-GEOD-63406	'exposed to 10 degree Celsius; gemin2 mutant; 24 hour' vs 'control; gemin2 mutant' .foldChange	PECO:0007174	1.8	0.011488746		biolink:increases_expression_of	9 days old		whole plant	PO:0000003	gemin2 
AT1G13540	Arabidopsis thaliana	E-GEOD-63406	'exposed to 10 degree Celsius; gemin2 mutant; 24 hour' vs 'control; gemin2 mutant' .foldChange	PECO:0007174	1.8	0.013250127		biolink:increases_expression_of	9 days old		whole plant	PO:0000003	gemin2 
AT1G18350	Arabidopsis thaliana	E-GEOD-63406	'exposed to 10 degree Celsius; gemin2 mutant; 24 hour' vs 'control; gemin2 mutant' .foldChange	PECO:0007174	1.8	0.014601729		biolink:increases_expression_of	9 days old		whole plant	PO:0000003	gemin2 
AT2G35658	Arabidopsis thaliana	E-GEOD-63406	'exposed to 10 degree Celsius; gemin2 mutant; 24 hour' vs 'control; gemin2 mutant' .foldChange	PECO:0007174	1.8	0.02682471		biolink:increases_expression_of	9 days old		whole plant	PO:0000003	gemin2 
AT1G15415	Arabidopsis thaliana	E-GEOD-63406	'exposed to 10 degree Celsius; gemin2 mutant; 24 hour' vs 'control; gemin2 mutant' .foldChange	PECO:0007174	1.8	0.031215319		biolink:increases_expression_of	9 days old		whole plant	PO:0000003	gemin2 
AT5G53240	Arabidopsis thaliana	E-GEOD-63406	'exposed to 10 degree Celsius; gemin2 mutant; 24 hour' vs 'control; gemin2 mutant' .foldChange	PECO:0007174	1.8	0.035575805		biolink:increases_expression_of	9 days old		whole plant	PO:0000003	gemin2 
AT4G17780	Arabidopsis thaliana	E-GEOD-63406	'exposed to 10 degree Celsius; gemin2 mutant; 24 hour' vs 'control; gemin2 mutant' .foldChange	PECO:0007174	1.8	0.037481655		biolink:increases_expression_of	9 days old		whole plant	PO:0000003	gemin2 
AT4G11655	Arabidopsis thaliana	E-GEOD-63406	'exposed to 10 degree Celsius; gemin2 mutant; 24 hour' vs 'control; gemin2 mutant' .foldChange	PECO:0007174	1.8	0.039225467		biolink:increases_expression_of	9 days old		whole plant	PO:0000003	gemin2 
AT5G44270	Arabidopsis thaliana	E-GEOD-63406	'exposed to 10 degree Celsius; gemin2 mutant; 24 hour' vs 'control; gemin2 mutant' .foldChange	PECO:0007174	1.8	0.039559336		biolink:increases_expression_of	9 days old		whole plant	PO:0000003	gemin2 
AT4G05018	Arabidopsis thaliana	E-GEOD-63406	'exposed to 10 degree Celsius; gemin2 mutant; 24 hour' vs 'control; gemin2 mutant' .foldChange	PECO:0007174	1.8	0.039818981		biolink:increases_expression_of	9 days old		whole plant	PO:0000003	gemin2 
AT5G22650	Arabidopsis thaliana	E-GEOD-63406	'exposed to 10 degree Celsius; gemin2 mutant; 24 hour' vs 'control; gemin2 mutant' .foldChange	PECO:0007174	1.9	3.07E-59		biolink:increases_expression_of	9 days old		whole plant	PO:0000003	gemin2 
AT3G55620	Arabidopsis thaliana	E-GEOD-63406	'exposed to 10 degree Celsius; gemin2 mutant; 24 hour' vs 'control; gemin2 mutant' .foldChange	PECO:0007174	1.9	2.14E-57		biolink:increases_expression_of	9 days old		whole plant	PO:0000003	gemin2 
AT1G42990	Arabidopsis thaliana	E-GEOD-63406	'exposed to 10 degree Celsius; gemin2 mutant; 24 hour' vs 'control; gemin2 mutant' .foldChange	PECO:0007174	1.9	3.15E-57		biolink:increases_expression_of	9 days old		whole plant	PO:0000003	gemin2 
AT1G25260	Arabidopsis thaliana	E-GEOD-63406	'exposed to 10 degree Celsius; gemin2 mutant; 24 hour' vs 'control; gemin2 mutant' .foldChange	PECO:0007174	1.9	2.82E-53		biolink:increases_expression_of	9 days old		whole plant	PO:0000003	gemin2 
AT2G24050	Arabidopsis thaliana	E-GEOD-63406	'exposed to 10 degree Celsius; gemin2 mutant; 24 hour' vs 'control; gemin2 mutant' .foldChange	PECO:0007174	1.9	1.02E-52		biolink:increases_expression_of	9 days old		whole plant	PO:0000003	gemin2 
AT3G24190	Arabidopsis thaliana	E-GEOD-63406	'exposed to 10 degree Celsius; gemin2 mutant; 24 hour' vs 'control; gemin2 mutant' .foldChange	PECO:0007174	1.9	2.49E-52		biolink:increases_expression_of	9 days old		whole plant	PO:0000003	gemin2 
AT2G18900	Arabidopsis thaliana	E-GEOD-63406	'exposed to 10 degree Celsius; gemin2 mutant; 24 hour' vs 'control; gemin2 mutant' .foldChange	PECO:0007174	1.9	5.77E-48		biolink:increases_expression_of	9 days old		whole plant	PO:0000003	gemin2 
AT1G31660	Arabidopsis thaliana	E-GEOD-63406	'exposed to 10 degree Celsius; gemin2 mutant; 24 hour' vs 'control; gemin2 mutant' .foldChange	PECO:0007174	1.9	4.31E-47		biolink:increases_expression_of	9 days old		whole plant	PO:0000003	gemin2 
AT1G15440	Arabidopsis thaliana	E-GEOD-63406	'exposed to 10 degree Celsius; gemin2 mutant; 24 hour' vs 'control; gemin2 mutant' .foldChange	PECO:0007174	1.9	2.25E-46		biolink:increases_expression_of	9 days old		whole plant	PO:0000003	gemin2 
AT1G80750	Arabidopsis thaliana	E-GEOD-63406	'exposed to 10 degree Celsius; gemin2 mutant; 24 hour' vs 'control; gemin2 mutant' .foldChange	PECO:0007174	1.9	6.75E-46		biolink:increases_expression_of	9 days old		whole plant	PO:0000003	gemin2 
AT4G12600	Arabidopsis thaliana	E-GEOD-63406	'exposed to 10 degree Celsius; gemin2 mutant; 24 hour' vs 'control; gemin2 mutant' .foldChange	PECO:0007174	1.9	1.65E-45		biolink:increases_expression_of	9 days old		whole plant	PO:0000003	gemin2 
AT5G61770	Arabidopsis thaliana	E-GEOD-63406	'exposed to 10 degree Celsius; gemin2 mutant; 24 hour' vs 'control; gemin2 mutant' .foldChange	PECO:0007174	1.9	1.20E-44		biolink:increases_expression_of	9 days old		whole plant	PO:0000003	gemin2 
AT5G02050	Arabidopsis thaliana	E-GEOD-63406	'exposed to 10 degree Celsius; gemin2 mutant; 24 hour' vs 'control; gemin2 mutant' .foldChange	PECO:0007174	1.9	2.18E-44		biolink:increases_expression_of	9 days old		whole plant	PO:0000003	gemin2 
AT3G13610	Arabidopsis thaliana	E-GEOD-63406	'exposed to 10 degree Celsius; gemin2 mutant; 24 hour' vs 'control; gemin2 mutant' .foldChange	PECO:0007174	1.9	1.07E-43		biolink:increases_expression_of	9 days old		whole plant	PO:0000003	gemin2 
AT1G15420	Arabidopsis thaliana	E-GEOD-63406	'exposed to 10 degree Celsius; gemin2 mutant; 24 hour' vs 'control; gemin2 mutant' .foldChange	PECO:0007174	1.9	8.47E-43		biolink:increases_expression_of	9 days old		whole plant	PO:0000003	gemin2 
AT5G15700	Arabidopsis thaliana	E-GEOD-63406	'exposed to 10 degree Celsius; gemin2 mutant; 24 hour' vs 'control; gemin2 mutant' .foldChange	PECO:0007174	1.9	1.74E-40		biolink:increases_expression_of	9 days old		whole plant	PO:0000003	gemin2 
AT1G80270	Arabidopsis thaliana	E-GEOD-63406	'exposed to 10 degree Celsius; gemin2 mutant; 24 hour' vs 'control; gemin2 mutant' .foldChange	PECO:0007174	1.9	2.06E-40		biolink:increases_expression_of	9 days old		whole plant	PO:0000003	gemin2 
AT5G66052	Arabidopsis thaliana	E-GEOD-63406	'exposed to 10 degree Celsius; gemin2 mutant; 24 hour' vs 'control; gemin2 mutant' .foldChange	PECO:0007174	1.9	2.80E-37		biolink:increases_expression_of	9 days old		whole plant	PO:0000003	gemin2 
AT2G38470	Arabidopsis thaliana	E-GEOD-63406	'exposed to 10 degree Celsius; gemin2 mutant; 24 hour' vs 'control; gemin2 mutant' .foldChange	PECO:0007174	1.9	1.82E-35		biolink:increases_expression_of	9 days old		whole plant	PO:0000003	gemin2 
AT4G36648	Arabidopsis thaliana	E-GEOD-63406	'exposed to 10 degree Celsius; gemin2 mutant; 24 hour' vs 'control; gemin2 mutant' .foldChange	PECO:0007174	1.9	1.73E-34		biolink:increases_expression_of	9 days old		whole plant	PO:0000003	gemin2 
AT5G51830	Arabidopsis thaliana	E-GEOD-63406	'exposed to 10 degree Celsius; gemin2 mutant; 24 hour' vs 'control; gemin2 mutant' .foldChange	PECO:0007174	1.9	2.45E-34		biolink:increases_expression_of	9 days old		whole plant	PO:0000003	gemin2 
AT3G55510	Arabidopsis thaliana	E-GEOD-63406	'exposed to 10 degree Celsius; gemin2 mutant; 24 hour' vs 'control; gemin2 mutant' .foldChange	PECO:0007174	1.9	3.18E-32		biolink:increases_expression_of	9 days old		whole plant	PO:0000003	gemin2 
AT1G02520	Arabidopsis thaliana	E-GEOD-63406	'exposed to 10 degree Celsius; gemin2 mutant; 24 hour' vs 'control; gemin2 mutant' .foldChange	PECO:0007174	1.9	1.37E-31		biolink:increases_expression_of	9 days old		whole plant	PO:0000003	gemin2 
AT1G67850	Arabidopsis thaliana	E-GEOD-63406	'exposed to 10 degree Celsius; gemin2 mutant; 24 hour' vs 'control; gemin2 mutant' .foldChange	PECO:0007174	1.9	1.96E-31		biolink:increases_expression_of	9 days old		whole plant	PO:0000003	gemin2 
AT1G14060	Arabidopsis thaliana	E-GEOD-63406	'exposed to 10 degree Celsius; gemin2 mutant; 24 hour' vs 'control; gemin2 mutant' .foldChange	PECO:0007174	1.9	2.41E-31		biolink:increases_expression_of	9 days old		whole plant	PO:0000003	gemin2 
AT2G37690	Arabidopsis thaliana	E-GEOD-63406	'exposed to 10 degree Celsius; gemin2 mutant; 24 hour' vs 'control; gemin2 mutant' .foldChange	PECO:0007174	1.9	2.86E-31		biolink:increases_expression_of	9 days old		whole plant	PO:0000003	gemin2 
AT1G18850	Arabidopsis thaliana	E-GEOD-63406	'exposed to 10 degree Celsius; gemin2 mutant; 24 hour' vs 'control; gemin2 mutant' .foldChange	PECO:0007174	1.9	9.55E-29		biolink:increases_expression_of	9 days old		whole plant	PO:0000003	gemin2 
AT5G06550	Arabidopsis thaliana	E-GEOD-63406	'exposed to 10 degree Celsius; gemin2 mutant; 24 hour' vs 'control; gemin2 mutant' .foldChange	PECO:0007174	1.9	1.60E-28		biolink:increases_expression_of	9 days old		whole plant	PO:0000003	gemin2 
AT2G19640	Arabidopsis thaliana	E-GEOD-63406	'exposed to 10 degree Celsius; gemin2 mutant; 24 hour' vs 'control; gemin2 mutant' .foldChange	PECO:0007174	1.9	1.74E-27		biolink:increases_expression_of	9 days old		whole plant	PO:0000003	gemin2 
AT5G50200	Arabidopsis thaliana	E-GEOD-63406	'exposed to 10 degree Celsius; gemin2 mutant; 24 hour' vs 'control; gemin2 mutant' .foldChange	PECO:0007174	1.9	5.09E-27		biolink:increases_expression_of	9 days old		whole plant	PO:0000003	gemin2 
AT5G02820	Arabidopsis thaliana	E-GEOD-63406	'exposed to 10 degree Celsius; gemin2 mutant; 24 hour' vs 'control; gemin2 mutant' .foldChange	PECO:0007174	1.9	1.68E-25		biolink:increases_expression_of	9 days old		whole plant	PO:0000003	gemin2 
AT5G58210	Arabidopsis thaliana	E-GEOD-63406	'exposed to 10 degree Celsius; gemin2 mutant; 24 hour' vs 'control; gemin2 mutant' .foldChange	PECO:0007174	1.9	9.21E-25		biolink:increases_expression_of	9 days old		whole plant	PO:0000003	gemin2 
AT3G03920	Arabidopsis thaliana	E-GEOD-63406	'exposed to 10 degree Celsius; gemin2 mutant; 24 hour' vs 'control; gemin2 mutant' .foldChange	PECO:0007174	1.9	6.29E-24		biolink:increases_expression_of	9 days old		whole plant	PO:0000003	gemin2 
AT4G22380	Arabidopsis thaliana	E-GEOD-63406	'exposed to 10 degree Celsius; gemin2 mutant; 24 hour' vs 'control; gemin2 mutant' .foldChange	PECO:0007174	1.9	4.37E-22		biolink:increases_expression_of	9 days old		whole plant	PO:0000003	gemin2 
AT4G27940	Arabidopsis thaliana	E-GEOD-63406	'exposed to 10 degree Celsius; gemin2 mutant; 24 hour' vs 'control; gemin2 mutant' .foldChange	PECO:0007174	1.9	5.43E-22		biolink:increases_expression_of	9 days old		whole plant	PO:0000003	gemin2 
AT5G41740	Arabidopsis thaliana	E-GEOD-63406	'exposed to 10 degree Celsius; gemin2 mutant; 24 hour' vs 'control; gemin2 mutant' .foldChange	PECO:0007174	1.9	9.29E-20		biolink:increases_expression_of	9 days old		whole plant	PO:0000003	gemin2 
