Gene	Species	Experiment accession	Comparison	PECOid	log_2 fold change	Adjusted p-value	t-statistic	ROid	developmental stage	POid LifeStage	anatomical part	POid Anatomy	cultivar
AT4G24350	Arabidopsis thaliana	E-GEOD-63406	'exposed to 10 degree Celsius; gemin2 mutant; 24 hour' vs 'control; gemin2 mutant' .foldChange	PECO:0007174	-3.3	1.60E-28		biolink:decreases_expression_of	9 days old		whole plant	PO:0000003	gemin2 
AT1G01240	Arabidopsis thaliana	E-GEOD-63406	'exposed to 10 degree Celsius; gemin2 mutant; 24 hour' vs 'control; gemin2 mutant' .foldChange	PECO:0007174	-3.3	6.38E-27		biolink:decreases_expression_of	9 days old		whole plant	PO:0000003	gemin2 
AT1G09390	Arabidopsis thaliana	E-GEOD-63406	'exposed to 10 degree Celsius; gemin2 mutant; 24 hour' vs 'control; gemin2 mutant' .foldChange	PECO:0007174	-3.3	8.39E-15		biolink:decreases_expression_of	9 days old		whole plant	PO:0000003	gemin2 
AT4G35770	Arabidopsis thaliana	E-GEOD-63406	'exposed to 10 degree Celsius; gemin2 mutant; 24 hour' vs 'control; gemin2 mutant' .foldChange	PECO:0007174	-3.3	2.42E-13		biolink:decreases_expression_of	9 days old		whole plant	PO:0000003	gemin2 
AT1G62510	Arabidopsis thaliana	E-GEOD-63406	'exposed to 10 degree Celsius; gemin2 mutant; 24 hour' vs 'control; gemin2 mutant' .foldChange	PECO:0007174	-3.3	3.42E-13		biolink:decreases_expression_of	9 days old		whole plant	PO:0000003	gemin2 
AT5G04190	Arabidopsis thaliana	E-GEOD-63406	'exposed to 10 degree Celsius; gemin2 mutant; 24 hour' vs 'control; gemin2 mutant' .foldChange	PECO:0007174	-3.3	6.94E-08		biolink:decreases_expression_of	9 days old		whole plant	PO:0000003	gemin2 
AT4G15660	Arabidopsis thaliana	E-GEOD-63406	'exposed to 10 degree Celsius; gemin2 mutant; 24 hour' vs 'control; gemin2 mutant' .foldChange	PECO:0007174	-3.3	2.90E-05		biolink:decreases_expression_of	9 days old		whole plant	PO:0000003	gemin2 
AT1G21500	Arabidopsis thaliana	E-GEOD-63406	'exposed to 10 degree Celsius; gemin2 mutant; 24 hour' vs 'control; gemin2 mutant' .foldChange	PECO:0007174	-3.2	0		biolink:decreases_expression_of	9 days old		whole plant	PO:0000003	gemin2 
AT5G35790	Arabidopsis thaliana	E-GEOD-63406	'exposed to 10 degree Celsius; gemin2 mutant; 24 hour' vs 'control; gemin2 mutant' .foldChange	PECO:0007174	-3.2	5.25E-76		biolink:decreases_expression_of	9 days old		whole plant	PO:0000003	gemin2 
AT1G76080	Arabidopsis thaliana	E-GEOD-63406	'exposed to 10 degree Celsius; gemin2 mutant; 24 hour' vs 'control; gemin2 mutant' .foldChange	PECO:0007174	-3.2	5.02E-66		biolink:decreases_expression_of	9 days old		whole plant	PO:0000003	gemin2 
AT1G21100	Arabidopsis thaliana	E-GEOD-63406	'exposed to 10 degree Celsius; gemin2 mutant; 24 hour' vs 'control; gemin2 mutant' .foldChange	PECO:0007174	-3.2	1.25E-57		biolink:decreases_expression_of	9 days old		whole plant	PO:0000003	gemin2 
AT5G19120	Arabidopsis thaliana	E-GEOD-63406	'exposed to 10 degree Celsius; gemin2 mutant; 24 hour' vs 'control; gemin2 mutant' .foldChange	PECO:0007174	-3.2	3.27E-56		biolink:decreases_expression_of	9 days old		whole plant	PO:0000003	gemin2 
AT2G15960	Arabidopsis thaliana	E-GEOD-63406	'exposed to 10 degree Celsius; gemin2 mutant; 24 hour' vs 'control; gemin2 mutant' .foldChange	PECO:0007174	-3.2	2.20E-41		biolink:decreases_expression_of	9 days old		whole plant	PO:0000003	gemin2 
AT5G25190	Arabidopsis thaliana	E-GEOD-63406	'exposed to 10 degree Celsius; gemin2 mutant; 24 hour' vs 'control; gemin2 mutant' .foldChange	PECO:0007174	-3.2	3.92E-22		biolink:decreases_expression_of	9 days old		whole plant	PO:0000003	gemin2 
AT3G46370	Arabidopsis thaliana	E-GEOD-63406	'exposed to 10 degree Celsius; gemin2 mutant; 24 hour' vs 'control; gemin2 mutant' .foldChange	PECO:0007174	-3.2	9.98E-16		biolink:decreases_expression_of	9 days old		whole plant	PO:0000003	gemin2 
AT4G12690	Arabidopsis thaliana	E-GEOD-63406	'exposed to 10 degree Celsius; gemin2 mutant; 24 hour' vs 'control; gemin2 mutant' .foldChange	PECO:0007174	-3.2	4.35E-11		biolink:decreases_expression_of	9 days old		whole plant	PO:0000003	gemin2 
AT4G16008	Arabidopsis thaliana	E-GEOD-63406	'exposed to 10 degree Celsius; gemin2 mutant; 24 hour' vs 'control; gemin2 mutant' .foldChange	PECO:0007174	-3.2	2.26E-07		biolink:decreases_expression_of	9 days old		whole plant	PO:0000003	gemin2 
AT4G13280	Arabidopsis thaliana	E-GEOD-63406	'exposed to 10 degree Celsius; gemin2 mutant; 24 hour' vs 'control; gemin2 mutant' .foldChange	PECO:0007174	-3.2	6.91E-06		biolink:decreases_expression_of	9 days old		whole plant	PO:0000003	gemin2 
AT4G04630	Arabidopsis thaliana	E-GEOD-63406	'exposed to 10 degree Celsius; gemin2 mutant; 24 hour' vs 'control; gemin2 mutant' .foldChange	PECO:0007174	-3.2	7.10E-06		biolink:decreases_expression_of	9 days old		whole plant	PO:0000003	gemin2 
AT3G62930	Arabidopsis thaliana	E-GEOD-63406	'exposed to 10 degree Celsius; gemin2 mutant; 24 hour' vs 'control; gemin2 mutant' .foldChange	PECO:0007174	-3.2	2.06E-05		biolink:decreases_expression_of	9 days old		whole plant	PO:0000003	gemin2 
AT1G45015	Arabidopsis thaliana	E-GEOD-63406	'exposed to 10 degree Celsius; gemin2 mutant; 24 hour' vs 'control; gemin2 mutant' .foldChange	PECO:0007174	-3.2	7.77E-05		biolink:decreases_expression_of	9 days old		whole plant	PO:0000003	gemin2 
AT3G16460	Arabidopsis thaliana	E-GEOD-63406	'exposed to 10 degree Celsius; gemin2 mutant; 24 hour' vs 'control; gemin2 mutant' .foldChange	PECO:0007174	-3.1	6.34E-101		biolink:decreases_expression_of	9 days old		whole plant	PO:0000003	gemin2 
AT1G75460	Arabidopsis thaliana	E-GEOD-63406	'exposed to 10 degree Celsius; gemin2 mutant; 24 hour' vs 'control; gemin2 mutant' .foldChange	PECO:0007174	-3.1	1.14E-68		biolink:decreases_expression_of	9 days old		whole plant	PO:0000003	gemin2 
AT3G49580	Arabidopsis thaliana	E-GEOD-63406	'exposed to 10 degree Celsius; gemin2 mutant; 24 hour' vs 'control; gemin2 mutant' .foldChange	PECO:0007174	-3.1	3.52E-54		biolink:decreases_expression_of	9 days old		whole plant	PO:0000003	gemin2 
AT5G56850	Arabidopsis thaliana	E-GEOD-63406	'exposed to 10 degree Celsius; gemin2 mutant; 24 hour' vs 'control; gemin2 mutant' .foldChange	PECO:0007174	-3.1	1.38E-46		biolink:decreases_expression_of	9 days old		whole plant	PO:0000003	gemin2 
AT3G25190	Arabidopsis thaliana	E-GEOD-63406	'exposed to 10 degree Celsius; gemin2 mutant; 24 hour' vs 'control; gemin2 mutant' .foldChange	PECO:0007174	-3.1	5.15E-43		biolink:decreases_expression_of	9 days old		whole plant	PO:0000003	gemin2 
AT3G62750	Arabidopsis thaliana	E-GEOD-63406	'exposed to 10 degree Celsius; gemin2 mutant; 24 hour' vs 'control; gemin2 mutant' .foldChange	PECO:0007174	-3.1	7.44E-36		biolink:decreases_expression_of	9 days old		whole plant	PO:0000003	gemin2 
AT2G21210	Arabidopsis thaliana	E-GEOD-63406	'exposed to 10 degree Celsius; gemin2 mutant; 24 hour' vs 'control; gemin2 mutant' .foldChange	PECO:0007174	-3.1	8.17E-36		biolink:decreases_expression_of	9 days old		whole plant	PO:0000003	gemin2 
AT3G49790	Arabidopsis thaliana	E-GEOD-63406	'exposed to 10 degree Celsius; gemin2 mutant; 24 hour' vs 'control; gemin2 mutant' .foldChange	PECO:0007174	-3.1	4.59E-23		biolink:decreases_expression_of	9 days old		whole plant	PO:0000003	gemin2 
AT5G15500	Arabidopsis thaliana	E-GEOD-63406	'exposed to 10 degree Celsius; gemin2 mutant; 24 hour' vs 'control; gemin2 mutant' .foldChange	PECO:0007174	-3.1	2.08E-12		biolink:decreases_expression_of	9 days old		whole plant	PO:0000003	gemin2 
AT1G13700	Arabidopsis thaliana	E-GEOD-63406	'exposed to 10 degree Celsius; gemin2 mutant; 24 hour' vs 'control; gemin2 mutant' .foldChange	PECO:0007174	-3.1	2.22E-12		biolink:decreases_expression_of	9 days old		whole plant	PO:0000003	gemin2 
AT3G19850	Arabidopsis thaliana	E-GEOD-63406	'exposed to 10 degree Celsius; gemin2 mutant; 24 hour' vs 'control; gemin2 mutant' .foldChange	PECO:0007174	-3.1	8.89E-12		biolink:decreases_expression_of	9 days old		whole plant	PO:0000003	gemin2 
AT1G32560	Arabidopsis thaliana	E-GEOD-63406	'exposed to 10 degree Celsius; gemin2 mutant; 24 hour' vs 'control; gemin2 mutant' .foldChange	PECO:0007174	-3.1	6.13E-09		biolink:decreases_expression_of	9 days old		whole plant	PO:0000003	gemin2 
AT5G56550	Arabidopsis thaliana	E-GEOD-63406	'exposed to 10 degree Celsius; gemin2 mutant; 24 hour' vs 'control; gemin2 mutant' .foldChange	PECO:0007174	-3.1	7.40E-07		biolink:decreases_expression_of	9 days old		whole plant	PO:0000003	gemin2 
AT5G44310	Arabidopsis thaliana	E-GEOD-63406	'exposed to 10 degree Celsius; gemin2 mutant; 24 hour' vs 'control; gemin2 mutant' .foldChange	PECO:0007174	-3.1	1.56E-06		biolink:decreases_expression_of	9 days old		whole plant	PO:0000003	gemin2 
AT2G37900	Arabidopsis thaliana	E-GEOD-63406	'exposed to 10 degree Celsius; gemin2 mutant; 24 hour' vs 'control; gemin2 mutant' .foldChange	PECO:0007174	-3.1	5.22E-06		biolink:decreases_expression_of	9 days old		whole plant	PO:0000003	gemin2 
AT1G73190	Arabidopsis thaliana	E-GEOD-63406	'exposed to 10 degree Celsius; gemin2 mutant; 24 hour' vs 'control; gemin2 mutant' .foldChange	PECO:0007174	-3.1	1.34E-04		biolink:decreases_expression_of	9 days old		whole plant	PO:0000003	gemin2 
AT1G03130	Arabidopsis thaliana	E-GEOD-63406	'exposed to 10 degree Celsius; gemin2 mutant; 24 hour' vs 'control; gemin2 mutant' .foldChange	PECO:0007174	-3	2.24E-106		biolink:decreases_expression_of	9 days old		whole plant	PO:0000003	gemin2 
AT5G14120	Arabidopsis thaliana	E-GEOD-63406	'exposed to 10 degree Celsius; gemin2 mutant; 24 hour' vs 'control; gemin2 mutant' .foldChange	PECO:0007174	-3	1.67E-96		biolink:decreases_expression_of	9 days old		whole plant	PO:0000003	gemin2 
AT4G10060	Arabidopsis thaliana	E-GEOD-63406	'exposed to 10 degree Celsius; gemin2 mutant; 24 hour' vs 'control; gemin2 mutant' .foldChange	PECO:0007174	-3	3.18E-59		biolink:decreases_expression_of	9 days old		whole plant	PO:0000003	gemin2 
AT1G12240	Arabidopsis thaliana	E-GEOD-63406	'exposed to 10 degree Celsius; gemin2 mutant; 24 hour' vs 'control; gemin2 mutant' .foldChange	PECO:0007174	-3	6.74E-47		biolink:decreases_expression_of	9 days old		whole plant	PO:0000003	gemin2 
AT4G33660	Arabidopsis thaliana	E-GEOD-63406	'exposed to 10 degree Celsius; gemin2 mutant; 24 hour' vs 'control; gemin2 mutant' .foldChange	PECO:0007174	-3	5.37E-44		biolink:decreases_expression_of	9 days old		whole plant	PO:0000003	gemin2 
AT5G16370	Arabidopsis thaliana	E-GEOD-63406	'exposed to 10 degree Celsius; gemin2 mutant; 24 hour' vs 'control; gemin2 mutant' .foldChange	PECO:0007174	-3	9.42E-41		biolink:decreases_expression_of	9 days old		whole plant	PO:0000003	gemin2 
AT1G03090	Arabidopsis thaliana	E-GEOD-63406	'exposed to 10 degree Celsius; gemin2 mutant; 24 hour' vs 'control; gemin2 mutant' .foldChange	PECO:0007174	-3	4.66E-37		biolink:decreases_expression_of	9 days old		whole plant	PO:0000003	gemin2 
AT1G63800	Arabidopsis thaliana	E-GEOD-63406	'exposed to 10 degree Celsius; gemin2 mutant; 24 hour' vs 'control; gemin2 mutant' .foldChange	PECO:0007174	-3	8.45E-36		biolink:decreases_expression_of	9 days old		whole plant	PO:0000003	gemin2 
AT3G05160	Arabidopsis thaliana	E-GEOD-63406	'exposed to 10 degree Celsius; gemin2 mutant; 24 hour' vs 'control; gemin2 mutant' .foldChange	PECO:0007174	-3	2.80E-29		biolink:decreases_expression_of	9 days old		whole plant	PO:0000003	gemin2 
AT1G64200	Arabidopsis thaliana	E-GEOD-63406	'exposed to 10 degree Celsius; gemin2 mutant; 24 hour' vs 'control; gemin2 mutant' .foldChange	PECO:0007174	-3	1.56E-28		biolink:decreases_expression_of	9 days old		whole plant	PO:0000003	gemin2 
AT5G63470	Arabidopsis thaliana	E-GEOD-63406	'exposed to 10 degree Celsius; gemin2 mutant; 24 hour' vs 'control; gemin2 mutant' .foldChange	PECO:0007174	-3	3.43E-28		biolink:decreases_expression_of	9 days old		whole plant	PO:0000003	gemin2 
AT5G10150	Arabidopsis thaliana	E-GEOD-63406	'exposed to 10 degree Celsius; gemin2 mutant; 24 hour' vs 'control; gemin2 mutant' .foldChange	PECO:0007174	-3	4.65E-24		biolink:decreases_expression_of	9 days old		whole plant	PO:0000003	gemin2 
AT2G28630	Arabidopsis thaliana	E-GEOD-63406	'exposed to 10 degree Celsius; gemin2 mutant; 24 hour' vs 'control; gemin2 mutant' .foldChange	PECO:0007174	-3	5.37E-23		biolink:decreases_expression_of	9 days old		whole plant	PO:0000003	gemin2 
AT5G11070	Arabidopsis thaliana	E-GEOD-63406	'exposed to 10 degree Celsius; gemin2 mutant; 24 hour' vs 'control; gemin2 mutant' .foldChange	PECO:0007174	-3	8.20E-20		biolink:decreases_expression_of	9 days old		whole plant	PO:0000003	gemin2 
AT1G44350	Arabidopsis thaliana	E-GEOD-63406	'exposed to 10 degree Celsius; gemin2 mutant; 24 hour' vs 'control; gemin2 mutant' .foldChange	PECO:0007174	-3	1.96E-18		biolink:decreases_expression_of	9 days old		whole plant	PO:0000003	gemin2 
AT4G22755	Arabidopsis thaliana	E-GEOD-63406	'exposed to 10 degree Celsius; gemin2 mutant; 24 hour' vs 'control; gemin2 mutant' .foldChange	PECO:0007174	-3	2.70E-12		biolink:decreases_expression_of	9 days old		whole plant	PO:0000003	gemin2 
AT5G44260	Arabidopsis thaliana	E-GEOD-63406	'exposed to 10 degree Celsius; gemin2 mutant; 24 hour' vs 'control; gemin2 mutant' .foldChange	PECO:0007174	-3	1.24E-07		biolink:decreases_expression_of	9 days old		whole plant	PO:0000003	gemin2 
AT5G35940	Arabidopsis thaliana	E-GEOD-63406	'exposed to 10 degree Celsius; gemin2 mutant; 24 hour' vs 'control; gemin2 mutant' .foldChange	PECO:0007174	-3	1.29E-05		biolink:decreases_expression_of	9 days old		whole plant	PO:0000003	gemin2 
AT5G07330	Arabidopsis thaliana	E-GEOD-63406	'exposed to 10 degree Celsius; gemin2 mutant; 24 hour' vs 'control; gemin2 mutant' .foldChange	PECO:0007174	-3	7.05E-05		biolink:decreases_expression_of	9 days old		whole plant	PO:0000003	gemin2 
AT3G61898	Arabidopsis thaliana	E-GEOD-63406	'exposed to 10 degree Celsius; gemin2 mutant; 24 hour' vs 'control; gemin2 mutant' .foldChange	PECO:0007174	-3	9.09E-05		biolink:decreases_expression_of	9 days old		whole plant	PO:0000003	gemin2 
AT5G18020	Arabidopsis thaliana	E-GEOD-63406	'exposed to 10 degree Celsius; gemin2 mutant; 24 hour' vs 'control; gemin2 mutant' .foldChange	PECO:0007174	-3	1.86E-04		biolink:decreases_expression_of	9 days old		whole plant	PO:0000003	gemin2 
AT5G39860	Arabidopsis thaliana	E-GEOD-63406	'exposed to 10 degree Celsius; gemin2 mutant; 24 hour' vs 'control; gemin2 mutant' .foldChange	PECO:0007174	-3	1.99E-04		biolink:decreases_expression_of	9 days old		whole plant	PO:0000003	gemin2 
AT5G53200	Arabidopsis thaliana	E-GEOD-63406	'exposed to 10 degree Celsius; gemin2 mutant; 24 hour' vs 'control; gemin2 mutant' .foldChange	PECO:0007174	-3	2.48E-04		biolink:decreases_expression_of	9 days old		whole plant	PO:0000003	gemin2 
AT3G20395	Arabidopsis thaliana	E-GEOD-63406	'exposed to 10 degree Celsius; gemin2 mutant; 24 hour' vs 'control; gemin2 mutant' .foldChange	PECO:0007174	-3	2.83E-04		biolink:decreases_expression_of	9 days old		whole plant	PO:0000003	gemin2 
AT3G62410	Arabidopsis thaliana	E-GEOD-63406	'exposed to 10 degree Celsius; gemin2 mutant; 24 hour' vs 'control; gemin2 mutant' .foldChange	PECO:0007174	-2.9	4.86E-95		biolink:decreases_expression_of	9 days old		whole plant	PO:0000003	gemin2 
AT4G04040	Arabidopsis thaliana	E-GEOD-63406	'exposed to 10 degree Celsius; gemin2 mutant; 24 hour' vs 'control; gemin2 mutant' .foldChange	PECO:0007174	-2.9	3.46E-54		biolink:decreases_expression_of	9 days old		whole plant	PO:0000003	gemin2 
AT2G03550	Arabidopsis thaliana	E-GEOD-63406	'exposed to 10 degree Celsius; gemin2 mutant; 24 hour' vs 'control; gemin2 mutant' .foldChange	PECO:0007174	-2.9	1.77E-40		biolink:decreases_expression_of	9 days old		whole plant	PO:0000003	gemin2 
AT4G27710	Arabidopsis thaliana	E-GEOD-63406	'exposed to 10 degree Celsius; gemin2 mutant; 24 hour' vs 'control; gemin2 mutant' .foldChange	PECO:0007174	-2.9	7.24E-36		biolink:decreases_expression_of	9 days old		whole plant	PO:0000003	gemin2 
AT4G22200	Arabidopsis thaliana	E-GEOD-63406	'exposed to 10 degree Celsius; gemin2 mutant; 24 hour' vs 'control; gemin2 mutant' .foldChange	PECO:0007174	-2.9	1.95E-34		biolink:decreases_expression_of	9 days old		whole plant	PO:0000003	gemin2 
AT5G19190	Arabidopsis thaliana	E-GEOD-63406	'exposed to 10 degree Celsius; gemin2 mutant; 24 hour' vs 'control; gemin2 mutant' .foldChange	PECO:0007174	-2.9	2.81E-22		biolink:decreases_expression_of	9 days old		whole plant	PO:0000003	gemin2 
AT1G22370	Arabidopsis thaliana	E-GEOD-63406	'exposed to 10 degree Celsius; gemin2 mutant; 24 hour' vs 'control; gemin2 mutant' .foldChange	PECO:0007174	-2.9	5.31E-19		biolink:decreases_expression_of	9 days old		whole plant	PO:0000003	gemin2 
AT1G53560	Arabidopsis thaliana	E-GEOD-63406	'exposed to 10 degree Celsius; gemin2 mutant; 24 hour' vs 'control; gemin2 mutant' .foldChange	PECO:0007174	-2.9	1.63E-17		biolink:decreases_expression_of	9 days old		whole plant	PO:0000003	gemin2 
AT4G11360	Arabidopsis thaliana	E-GEOD-63406	'exposed to 10 degree Celsius; gemin2 mutant; 24 hour' vs 'control; gemin2 mutant' .foldChange	PECO:0007174	-2.9	1.93E-16		biolink:decreases_expression_of	9 days old		whole plant	PO:0000003	gemin2 
AT4G28240	Arabidopsis thaliana	E-GEOD-63406	'exposed to 10 degree Celsius; gemin2 mutant; 24 hour' vs 'control; gemin2 mutant' .foldChange	PECO:0007174	-2.9	6.63E-16		biolink:decreases_expression_of	9 days old		whole plant	PO:0000003	gemin2 
AT5G59310	Arabidopsis thaliana	E-GEOD-63406	'exposed to 10 degree Celsius; gemin2 mutant; 24 hour' vs 'control; gemin2 mutant' .foldChange	PECO:0007174	-2.9	5.18E-07		biolink:decreases_expression_of	9 days old		whole plant	PO:0000003	gemin2 
AT1G73325	Arabidopsis thaliana	E-GEOD-63406	'exposed to 10 degree Celsius; gemin2 mutant; 24 hour' vs 'control; gemin2 mutant' .foldChange	PECO:0007174	-2.9	1.08E-06		biolink:decreases_expression_of	9 days old		whole plant	PO:0000003	gemin2 
AT2G29130	Arabidopsis thaliana	E-GEOD-63406	'exposed to 10 degree Celsius; gemin2 mutant; 24 hour' vs 'control; gemin2 mutant' .foldChange	PECO:0007174	-2.9	1.07E-05		biolink:decreases_expression_of	9 days old		whole plant	PO:0000003	gemin2 
AT5G18030	Arabidopsis thaliana	E-GEOD-63406	'exposed to 10 degree Celsius; gemin2 mutant; 24 hour' vs 'control; gemin2 mutant' .foldChange	PECO:0007174	-2.9	2.28E-05		biolink:decreases_expression_of	9 days old		whole plant	PO:0000003	gemin2 
AT1G15825	Arabidopsis thaliana	E-GEOD-63406	'exposed to 10 degree Celsius; gemin2 mutant; 24 hour' vs 'control; gemin2 mutant' .foldChange	PECO:0007174	-2.9	3.62E-05		biolink:decreases_expression_of	9 days old		whole plant	PO:0000003	gemin2 
AT3G50980	Arabidopsis thaliana	E-GEOD-63406	'exposed to 10 degree Celsius; gemin2 mutant; 24 hour' vs 'control; gemin2 mutant' .foldChange	PECO:0007174	-2.9	4.57E-05		biolink:decreases_expression_of	9 days old		whole plant	PO:0000003	gemin2 
AT1G15175	Arabidopsis thaliana	E-GEOD-63406	'exposed to 10 degree Celsius; gemin2 mutant; 24 hour' vs 'control; gemin2 mutant' .foldChange	PECO:0007174	-2.9	6.74E-05		biolink:decreases_expression_of	9 days old		whole plant	PO:0000003	gemin2 
AT1G51400	Arabidopsis thaliana	E-GEOD-63406	'exposed to 10 degree Celsius; gemin2 mutant; 24 hour' vs 'control; gemin2 mutant' .foldChange	PECO:0007174	-2.9	9.06E-05		biolink:decreases_expression_of	9 days old		whole plant	PO:0000003	gemin2 
AT3G15280	Arabidopsis thaliana	E-GEOD-63406	'exposed to 10 degree Celsius; gemin2 mutant; 24 hour' vs 'control; gemin2 mutant' .foldChange	PECO:0007174	-2.9	4.08E-04		biolink:decreases_expression_of	9 days old		whole plant	PO:0000003	gemin2 
AT2G06002	Arabidopsis thaliana	E-GEOD-63406	'exposed to 10 degree Celsius; gemin2 mutant; 24 hour' vs 'control; gemin2 mutant' .foldChange	PECO:0007174	-2.9	4.42E-04		biolink:decreases_expression_of	9 days old		whole plant	PO:0000003	gemin2 
AT1G64720	Arabidopsis thaliana	E-GEOD-63406	'exposed to 10 degree Celsius; gemin2 mutant; 24 hour' vs 'control; gemin2 mutant' .foldChange	PECO:0007174	-2.8	1.08E-91		biolink:decreases_expression_of	9 days old		whole plant	PO:0000003	gemin2 
AT3G07310	Arabidopsis thaliana	E-GEOD-63406	'exposed to 10 degree Celsius; gemin2 mutant; 24 hour' vs 'control; gemin2 mutant' .foldChange	PECO:0007174	-2.8	1.37E-75		biolink:decreases_expression_of	9 days old		whole plant	PO:0000003	gemin2 
AT1G23870	Arabidopsis thaliana	E-GEOD-63406	'exposed to 10 degree Celsius; gemin2 mutant; 24 hour' vs 'control; gemin2 mutant' .foldChange	PECO:0007174	-2.8	4.50E-43		biolink:decreases_expression_of	9 days old		whole plant	PO:0000003	gemin2 
